,scientific_name,park_name,observations,category,common_names,conservation_status
24746,Lomatium macrocarpum,Yosemite National Park,134,Vascular Plant,"Bigseed Biscuitroot, Bigseed Lomatium, Largefruit Biscuitroot, Large-Fruit Desert-Parsley, Long Mamma",Not Listed
24747,Solidago arguta,Great Smoky Mountains National Park,69,Vascular Plant,"Cutleaf Goldenrod, Sharp-Leaved Goldenrod",Not Listed
24748,Hylocomium splendens,Bryce National Park,101,Nonvascular Plant,Splendid Feather Moss,Not Listed
24749,Teucrium canadense var. canadense,Great Smoky Mountains National Park,64,Vascular Plant,"American Germander, Canada Germander",Not Listed
24750,Silene rotundifolia,Yosemite National Park,133,Vascular Plant,"Roundleaf Catchfly, Round-Leaved Campion",Not Listed
24751,Euphorbia corollata,Great Smoky Mountains National Park,53,Vascular Plant,"Flowering Spruge, Flowering Spurge",Not Listed
24752,Dichanthelium dichotomum var. dichotomum,Great Smoky Mountains National Park,131,Vascular Plant,Small Panic Grass,Not Listed
24753,Selaginella rupestris,Great Smoky Mountains National Park,99,Vascular Plant,Northern Selaginella,Not Listed
24754,Apocynum androsaemifolium,Great Smoky Mountains National Park,101,Vascular Plant,Spreading Dogbane,Not Listed
24755,Apocynum androsaemifolium,Great Smoky Mountains National Park,101,Vascular Plant,"Bitterroot, Flytrap Dogbane, Spreading Dogbane",Not Listed
24756,Aralia spinosa,Bryce National Park,90,Vascular Plant,"Devil's Walking Stick, Hercules Club",Not Listed
24757,Silene armeria,Great Smoky Mountains National Park,92,Vascular Plant,Sweet William Silene,Not Listed
24758,Viola macloskeyi ssp. pallens,Yosemite National Park,164,Vascular Plant,"Northern White Violet, Smooth White Violet",Not Listed
24759,Racomitrium microcarpon,Great Smoky Mountains National Park,108,Nonvascular Plant,Racomitrium Moss,Not Listed
24760,Trautvetteria caroliniensis,Bryce National Park,75,Vascular Plant,"Carolina Tassel-Rue, False Bugbane",Not Listed
24761,Trautvetteria caroliniensis,Bryce National Park,75,Vascular Plant,"Carolina Bugbane, Carolina Tassel-Rue, Falsebugbane",Not Listed
24762,Aster retroflexus,Yosemite National Park,181,Vascular Plant,Curtis? Aster,Not Listed
24763,Polygonum punctatum,Great Smoky Mountains National Park,43,Vascular Plant,"Dotted Smartweed, Punctate Smartweed",Not Listed
24764,Orthotrichum stellatum,Yosemite National Park,178,Nonvascular Plant,Stellate Orthotrichum Moss,Not Listed
24765,Elymus trachycaulus ssp. subsecundus,Yellowstone National Park,262,Vascular Plant,"Bearded Wheatgrass, Slender Wheatgrass, Slender Wild Rye",Not Listed
24766,Rhizomnium punctatum,Yosemite National Park,164,Nonvascular Plant,Rhizomnium Moss,Not Listed
24767,Carex microglochin,Bryce National Park,113,Vascular Plant,Fewseeded Bog Sedge,Not Listed
24768,Rosa centifolia,Yellowstone National Park,263,Vascular Plant,Cabbage Rose,Not Listed
24769,Calypte anna,Yosemite National Park,175,Bird,Anna's Hummingbird,Not Listed
24770,Holodiscus discolor,Yellowstone National Park,233,Vascular Plant,"Creambush, Creambush Oceanspray, Hillside Oceanspray, Oceanspray",Not Listed
24771,Sorex trowbridgii,Great Smoky Mountains National Park,73,Mammal,Trowbridge's Shrew,Not Listed
24772,Epilobium clavatum,Yosemite National Park,130,Vascular Plant,"Clavatefruit Willowweed, Clubfruit Willowherb, Talus Willowherb",Not Listed
24773,Erodium botrys,Yellowstone National Park,281,Vascular Plant,Longbeak Stork's Bill,Not Listed
24774,Falco columbarius,Yosemite National Park,122,Bird,Merlin,Species Of Concern
24775,Danthonia unispicata,Bryce National Park,87,Vascular Plant,"Onespike Danthonia, Onespike Oatgrass",Not Listed
24776,Sida hermaphrodita,Bryce National Park,104,Vascular Plant,Virginia Fanpetals,Not Listed
24777,Triglochin maritima,Yosemite National Park,149,Vascular Plant,"Arrow-Grass, Seaside Arrowgrass",Not Listed
24778,Downingia montana,Yellowstone National Park,259,Vascular Plant,Sierra Calicoflower,Not Listed
24779,Carex communis var. communis,Yellowstone National Park,263,Vascular Plant,Fibrousroot Sedge,Not Listed
24780,Coragyps atratus,Bryce National Park,90,Bird,Black Vulture,Not Listed
24781,Thalictrum coriaceum,Great Smoky Mountains National Park,82,Vascular Plant,"Leatherleaf Meadowrue, Stalked-Fruited Meadowrue",Not Listed
24782,Progne subis,Yosemite National Park,110,Bird,Purple Martin,Species Of Concern
24783,Rumex pulcher,Great Smoky Mountains National Park,67,Vascular Plant,Fiddle Dock,Not Listed
24784,Bryum lisae var. cuspidatum,Bryce National Park,112,Nonvascular Plant,Bryum Moss,Not Listed
24785,Deschampsia danthonioides,Yellowstone National Park,233,Vascular Plant,Annual Hairgrass,Not Listed
24786,Sparganium americanum,Yosemite National Park,192,Vascular Plant,"American Bur-Reed, Bur-Reed",Not Listed
24787,Nothocalais troximoides,Great Smoky Mountains National Park,66,Vascular Plant,"False Agoseris, Weevil Prairie-Dandelion",Not Listed
24788,Oreostemma alpigenum var. haydenii,Great Smoky Mountains National Park,92,Vascular Plant,"Alpine Aster, Tundra Aster",Not Listed
24789,Linum lewisii var. lewisii,Yellowstone National Park,275,Vascular Plant,"Lewis' Flax, Prairie Flax",Not Listed
24790,Comptonia peregrina,Great Smoky Mountains National Park,37,Vascular Plant,Sweet Fern,Not Listed
24791,Festuca brachyphylla,Yosemite National Park,133,Vascular Plant,Alpine Fescue,Not Listed
24792,Marmota flaviventris,Yosemite National Park,143,Mammal,Yellow-Bellied Marmot,Not Listed
24793,Verbena bracteata,Yellowstone National Park,238,Vascular Plant,"Bigbract Verbena, Bracted Vervain, Carpet Vervain, Prostrate Verbena, Prostrate Vervain",Not Listed
24794,Microtus pennsylvanicus,Bryce National Park,93,Mammal,Meadow Vole,Not Listed
24795,Ambrosia bidentata,Yosemite National Park,124,Vascular Plant,Lanceleaf Ragweed,Not Listed
24796,Smallanthus uvedalius,Great Smoky Mountains National Park,55,Vascular Plant,Hairy Leafcup,Not Listed
24797,Spigelia marilandica,Yosemite National Park,149,Vascular Plant,"Indian Pink, Woodland Pinkroot",Not Listed
24798,Carex viridula,Great Smoky Mountains National Park,89,Vascular Plant,"Green Sedge, Little Green Sedge",Not Listed
24799,Lolium perenne ssp. perenne,Yellowstone National Park,242,Vascular Plant,Perennial Ryegrass,Not Listed
24800,Dendroica petechia,Yosemite National Park,136,Bird,Yellow Warbler,Not Listed
24801,Ammodramus leconteii,Yellowstone National Park,213,Bird,Le Conte's Sparrow,Not Listed
24802,Ribes aureum var. villosum,Bryce National Park,97,Vascular Plant,"Buffalo Currant, Missouri Currant",Not Listed
24803,Bubo scandiacus,Yellowstone National Park,245,Bird,Snowy Owl,Not Listed
24804,Melanitta nigra,Yellowstone National Park,291,Bird,Black Scoter,Not Listed
24805,Toxostoma rufum,Great Smoky Mountains National Park,80,Bird,Brown Thrasher,Not Listed
24806,Rudbeckia hirta var. pulcherrima,Yosemite National Park,134,Vascular Plant,Narrow-Leaved Black-Eyed Susan,Not Listed
24807,Rudbeckia hirta var. pulcherrima,Yosemite National Park,134,Vascular Plant,"Blackeyed Susan, Pinewoods Coneflower",Not Listed
24808,Hulsea nana,Great Smoky Mountains National Park,59,Vascular Plant,Dwarf Alpinegold,Not Listed
24809,Elymus villosus,Great Smoky Mountains National Park,101,Vascular Plant,Hairy Wildrye,Not Listed
24810,Stellula calliope,Yosemite National Park,127,Bird,Calliope Hummingbird,Species Of Concern
24811,Oxytropis campestris var. cusickii,Great Smoky Mountains National Park,55,Vascular Plant,Cusick's Locoweed,Not Listed
24812,Bolandra californica,Yosemite National Park,162,Vascular Plant,Sierra False Coolwort,Not Listed
24813,Dendroica magnolia,Yosemite National Park,163,Bird,Magnolia Warbler,Not Listed
24814,Pomoxis nigromaculatus,Bryce National Park,102,Fish,Black Crappie,Not Listed
24815,Castilleja applegatei ssp. disticha,Bryce National Park,85,Vascular Plant,Wavyleaf Indian Paintbrush,Not Listed
24816,Carex willdenowii,Bryce National Park,65,Vascular Plant,Willdenow's Sedge,Not Listed
24817,Aphanorrhegma serratum,Bryce National Park,94,Nonvascular Plant,Serrate Aphanorrhegma Moss,Not Listed
24818,Festuca arundinacea,Yosemite National Park,153,Vascular Plant,"Alta Fescue, Coarse Fescue, Reed Fescue, Tall Fescue",Not Listed
24819,Opuntia humifusa,Yellowstone National Park,248,Vascular Plant,Pricklypear,Not Listed
24820,Cynoglossum virginianum,Bryce National Park,117,Vascular Plant,"Wild Comfrey, Blue Hound's-Tongue",Not Listed
24821,Betula papyrifera var. cordifolia,Yosemite National Park,148,Vascular Plant,Mountain Paper Birch,Not Listed
24822,Verbena brasiliensis,Yellowstone National Park,224,Vascular Plant,"Blue Vervain, Brazillian Vervain",Not Listed
24823,Lycopus virginicus,Yellowstone National Park,234,Vascular Plant,"Virginia Bugleweed, Virginia Water-Horehound",Not Listed
24824,Rhamnus rubra,Bryce National Park,92,Vascular Plant,Red Buckthorn,Not Listed
24825,Antennaria plantaginifolia,Yosemite National Park,141,Vascular Plant,"Plantain-Leaf Pussytoes, Plantain-Leaved Pussy Toes",Not Listed
24826,Agrostis stolonifera,Bryce National Park,81,Vascular Plant,Creeping Bentgrass,Not Listed
24827,Agrostis stolonifera,Bryce National Park,81,Vascular Plant,"Carpet Bentgrass, Creeping Bent, Creeping Bentgrass, Redtop, Redtop Bent, Seaside Bentgrass, Spreading Bent",Not Listed
24828,Juncus brevicaudatus,Yosemite National Park,127,Vascular Plant,"Narrow-Panicled Rush, Short-Caudate Rush",Not Listed
24829,Juncus brevicaudatus,Yosemite National Park,127,Vascular Plant,"Narrowpanicle Rush, Narrow-Panicle Rush",Not Listed
24830,Clarkia purpurea ssp. quadrivulnera,Great Smoky Mountains National Park,93,Vascular Plant,"Winecup Clarkia, Winecup Fairyfan",Not Listed
24831,Agrostis variabilis,Great Smoky Mountains National Park,48,Vascular Plant,Mountain Bentgrass,Not Listed
24832,Agrostis variabilis,Great Smoky Mountains National Park,48,Vascular Plant,"Mountain Bentgrass, Mountain Redtop",Not Listed
24833,Torilis japonica,Great Smoky Mountains National Park,80,Vascular Plant,"Erect Hedge-Parsley, Hedge-Parsley",Not Listed
24834,Sitta canadensis,Yellowstone National Park,257,Bird,Red-Breasted Nuthatch,Not Listed
24835,Populus balsamifera ssp. trichocarpa,Yosemite National Park,141,Vascular Plant,"Balsam Poplar, Black Cottonwood",Not Listed
24836,Claytonia nevadensis,Great Smoky Mountains National Park,39,Vascular Plant,Sierra Springbeauty,Not Listed
24837,Delphinium tricorne,Yosemite National Park,133,Vascular Plant,Dwarf Larkspur,Not Listed
24838,Acrobolbus ciliatus,Yosemite National Park,131,Nonvascular Plant,Acrobolbus,Not Listed
24839,Packera werneriifolia,Yellowstone National Park,233,Vascular Plant,Hoary Groundsel,Not Listed
24840,Carex leptonervia,Yellowstone National Park,228,Vascular Plant,"Finely-Nerved Sedge, Nerved Sedge",Not Listed
24841,Magnolia fraseri,Bryce National Park,112,Vascular Plant,Fraser Magnolia,Not Listed
24842,Potamogeton foliosus var. foliosus,Yosemite National Park,176,Vascular Plant,Leafy Pondweed,Not Listed
24843,Cardamine bulbosa,Yellowstone National Park,248,Vascular Plant,Bulbous Bittercress,Not Listed
24844,Perdix perdix,Bryce National Park,93,Bird,"Gray Partridge, Grey Partridge",Not Listed
24845,Platanthera lacera,Great Smoky Mountains National Park,87,Vascular Plant,"Green-Fringe Orchis, Green-Fringed Orchid",Not Listed
24846,Symphyotrichum shortii,Bryce National Park,118,Vascular Plant,Short's Aster,Not Listed
24847,Desmodium laevigatum,Bryce National Park,113,Vascular Plant,"Smooth Tick-Treefoil, Smooth Tick-Trefoil",Not Listed
24848,Carex flava,Great Smoky Mountains National Park,107,Vascular Plant,Yellow Sedge,Not Listed
24849,Murdannia keisak,Yellowstone National Park,270,Vascular Plant,Aneilema,Not Listed
24850,Muhlenbergia schreberi,Yosemite National Park,122,Vascular Plant,"Drop-Seed, Schreber Muhly",Not Listed
24851,Muhlenbergia schreberi,Yosemite National Park,122,Vascular Plant,"Nimblewill, Nimblewill Muhly",Not Listed
24852,Adiantum jordanii,Yosemite National Park,155,Vascular Plant,"California Maidenhair, California Maidenhair Fern",Not Listed
24853,Arabis lyallii var. lyallii,Yosemite National Park,174,Vascular Plant,Lyall's Rockcress,Not Listed
24854,Carduelis tristis,Yosemite National Park,141,Bird,American Goldfinch,Not Listed
24855,Viola sagittata var. ovata,Yosemite National Park,197,Vascular Plant,Arrowleaf Violet,Not Listed
24856,Salix caprea,Yosemite National Park,127,Vascular Plant,Goat Willow,Not Listed
24857,Aureolaria laevigata,Yosemite National Park,156,Vascular Plant,"Downy Yellow Foxglove, Smooth Gerardia",Not Listed
24858,Juncus biflorus,Great Smoky Mountains National Park,98,Vascular Plant,Two-Flowered Rush,Not Listed
24859,Viburnum rufidulum,Bryce National Park,122,Vascular Plant,Rusty Blackhaw,Not Listed
24860,Ondatra zibethicus,Yosemite National Park,165,Mammal,Muskrat,Not Listed
24861,Ondatra zibethicus,Yosemite National Park,165,Mammal,"Common Muskrat, Muskbeaver, Muskrat",Not Listed
24862,Chasmanthium laxum ssp. sessiliflorum,Yosemite National Park,151,Vascular Plant,Sessil-Leaved Spanglegrass,Not Listed
24863,Elymus repens,Great Smoky Mountains National Park,76,Vascular Plant,Quackgrass,Not Listed
24864,Viola tripartita,Great Smoky Mountains National Park,79,Vascular Plant,"Oval-Leaved Violet, Three-Parted Violet",Not Listed
24865,Platycladus orientalis,Yellowstone National Park,274,Vascular Plant,Oriental White Cedar,Not Listed
24866,Cystopteris protrusa,Great Smoky Mountains National Park,46,Vascular Plant,Lowland Brittle Fern,Not Listed
24867,Symphyotrichum undulatum,Great Smoky Mountains National Park,82,Vascular Plant,"Wavyleaf Aster, Waxyleaf Aster",Not Listed
24868,Packera pseudaurea,Bryce National Park,104,Vascular Plant,Falsegold Groundsel,Not Listed
24869,Setophaga petechia,Yosemite National Park,166,Bird,Yellow Warbler,Not Listed
24870,Falco columbarius,Bryce National Park,94,Bird,Merlin,Species Of Concern
24871,Agrostis idahoensis,Bryce National Park,91,Vascular Plant,"Idaho Bentgrass, Idaho Redtop",Not Listed
24872,Veronica arvensis,Yosemite National Park,136,Vascular Plant,Corn Speedwell,Not Listed
24873,Veronica arvensis,Yosemite National Park,136,Vascular Plant,"Common Speedwell, Corn Speedwell, Rock Speedwell, Wall Speedwell",Not Listed
24874,Potentilla glandulosa ssp. glandulosa,Yellowstone National Park,220,Vascular Plant,Sticky Cinquefoil,Not Listed
24875,Agrostis stolonifera,Yosemite National Park,156,Vascular Plant,Creeping Bentgrass,Not Listed
24876,Agrostis stolonifera,Yosemite National Park,156,Vascular Plant,"Carpet Bentgrass, Creeping Bent, Creeping Bentgrass, Redtop, Redtop Bent, Seaside Bentgrass, Spreading Bent",Not Listed
24877,Perideridia howellii,Bryce National Park,76,Vascular Plant,Howell's Yampah,Not Listed
24878,Cardellina pusilla,Yellowstone National Park,240,Bird,Wilson's Warbler,Not Listed
24879,Carex mariposana,Yellowstone National Park,249,Vascular Plant,Mariposa Sedge,Not Listed
24880,Alces alces shirasi,Yellowstone National Park,245,Mammal,Yellowstone Moose,Not Listed
24881,Rubus laciniatus,Great Smoky Mountains National Park,42,Vascular Plant,"Cutleaf Blackberry, Cut-Leaved Blackberry",Not Listed
24882,Carex amphibola,Great Smoky Mountains National Park,75,Vascular Plant,Eastern Narrowleaf Sedge,Not Listed
24883,Eriogonum nudum,Yellowstone National Park,228,Vascular Plant,"Naked Buckwheat, Nakedstem Buckwheat",Not Listed
24884,Atriplex patula,Yellowstone National Park,214,Vascular Plant,"Halberd-Leaf Orache, Spear Orach, Spear Saltbush, Spear Saltweed, Spear-Scale, Spreading Orache",Not Listed
24885,Ranunculus acris,Great Smoky Mountains National Park,117,Vascular Plant,"Tall Buttercup, Tall Butter-Cup",Not Listed
24886,Desmodium laevigatum,Yellowstone National Park,288,Vascular Plant,"Smooth Tick-Treefoil, Smooth Tick-Trefoil",Not Listed
24887,Limnanthes alba ssp. versicolor,Great Smoky Mountains National Park,84,Vascular Plant,White Meadowfoam,Not Listed
24888,Dryopteris arguta,Yellowstone National Park,249,Vascular Plant,Coastal Woodfern,Not Listed
24889,Castilleja coccinea,Yosemite National Park,156,Vascular Plant,"Indian Paint-Brush, Scarlet Indian-Paintbrush",Not Listed
24890,Allium geyeri var. tenerum,Bryce National Park,73,Vascular Plant,Bulbil Onion,Not Listed
24891,Coreopsis major,Bryce National Park,101,Vascular Plant,Wood Tickseed,Not Listed
24892,Allium cernuum,Yosemite National Park,146,Vascular Plant,Nodding Onion,Not Listed
24893,Erigeron annuus,Yosemite National Park,142,Vascular Plant,"Daisy-Fleabane, White-Top Fleabane",Not Listed
24894,Erigeron annuus,Yosemite National Park,142,Vascular Plant,"Annual Fleabane, Eastern Daisy Fleabane",Not Listed
24895,Viola canadensis var. corymbosa,Yosemite National Park,141,Vascular Plant,Canadian Violet,Not Listed
24896,Anas crecca,Yosemite National Park,152,Bird,Green-Winged Teal,Not Listed
24897,Melissa officinalis,Great Smoky Mountains National Park,99,Vascular Plant,"Common Balm, Garden Balm",Not Listed
24898,Stellaria longifolia,Great Smoky Mountains National Park,64,Vascular Plant,"Longleaf Stitchwort, Long-Leaved Stitchwort",Not Listed
24899,Stellaria longifolia,Great Smoky Mountains National Park,64,Vascular Plant,"Longleaf Chickweed, Longleaf Starwort, Long-Leaf Starwort",Not Listed
24900,Ranunculus pusillus,Yellowstone National Park,253,Vascular Plant,"Aquatic Buttercup, Pursh Buttercup",Not Listed
24901,Equisetum arvense,Great Smoky Mountains National Park,87,Vascular Plant,Field Horsetail,Not Listed
24902,Equisetum arvense,Great Smoky Mountains National Park,87,Vascular Plant,"Common Horsetail, Field Horsetail, Scouringrush, Western Horsetail",Not Listed
24903,Carum carvi,Bryce National Park,53,Vascular Plant,Caraway,Not Listed
24904,Carum carvi,Bryce National Park,53,Vascular Plant,"Caraway, Wild Caraway",Not Listed
24905,Lotus humistratus,Great Smoky Mountains National Park,69,Vascular Plant,"Foothill Deervetch, Maresfat",Not Listed
24906,Centaurea maculosa,Yosemite National Park,143,Vascular Plant,Spotted Knapweed,Not Listed
24907,Fothergilla major,Great Smoky Mountains National Park,85,Vascular Plant,"Mountain Witchalder, Mountain Witch-Alder",Not Listed
24908,Cyprinus carpio,Great Smoky Mountains National Park,31,Fish,Common Carp,Not Listed
24909,Rhexia mariana var. mariana,Yellowstone National Park,230,Vascular Plant,Maryland Meadowbeauty,Not Listed
24910,Convallaria majalis,Bryce National Park,105,Vascular Plant,"European Lily-Of-The-Valley, Lily-Of-The-Valley",Not Listed
24911,Sylvilagus audubonii,Yosemite National Park,174,Mammal,Desert Cottontail,Not Listed
24912,Houstonia purpurea var. purpurea,Bryce National Park,78,Vascular Plant,Venus' Pride,Not Listed
24913,Claytonia nevadensis,Yellowstone National Park,249,Vascular Plant,Sierra Springbeauty,Not Listed
24914,Gentianella tenella ssp. tenella,Yosemite National Park,171,Vascular Plant,"Dane's Dwarf Gentian, Dane's Dwarfgentian",Not Listed
24915,Ribes lasianthum,Yosemite National Park,140,Vascular Plant,Alpine Gooseberry,Not Listed
24916,Sibara virginica,Great Smoky Mountains National Park,32,Vascular Plant,"Sibara, Virginia Rockcress",Not Listed
24917,Sphenosciadium capitellatum,Bryce National Park,130,Vascular Plant,"Button Parsley, Woollyhead Parsnip",Not Listed
24918,Rhododendron viscosum,Yellowstone National Park,267,Vascular Plant,"Clammy Azalea, Swamp Azalea",Not Listed
24919,Mentzelia decapetala,Great Smoky Mountains National Park,58,Vascular Plant,"Evening Starflower, Gumbo-Lily, Tenpetal Blazingstar, Tenpetal Mentzelia, Tenpetal Stickleaf",Not Listed
24920,Dichanthelium depauperatum,Yosemite National Park,162,Vascular Plant,"Green Panic-Grass, Panic Grass",Not Listed
24921,Pelecanus erythrorhynchos,Yellowstone National Park,246,Bird,American White Pelican,Species Of Concern
24922,Arabis glabra var. glabra,Bryce National Park,89,Vascular Plant,"Rock Cress, Tower Rockcress",Not Listed
24923,Triglochin concinna var. debilis,Great Smoky Mountains National Park,95,Vascular Plant,Desert Arrow-Grass,Not Listed
24924,Crepis atribarba,Great Smoky Mountains National Park,92,Vascular Plant,"Hawksbeard, Slender Hawksbeard",Not Listed
24925,Phasianus colchicus,Yosemite National Park,149,Bird,"Common Pheasant, Ring-Necked Pheasant",Not Listed
24926,Schoenoplectus tabernaemontani,Yosemite National Park,151,Vascular Plant,"Great Bulrush, Softstem Bulrush, Soft-Stem Bulrush",Not Listed
24927,Dicranum scoparium,Bryce National Park,115,Nonvascular Plant,Dicranum Moss,Not Listed
24928,Carex praegracilis,Yosemite National Park,174,Vascular Plant,"Clustered Field Sedge, Slim Sedge",Not Listed
24929,Lonicera korolkowii,Yellowstone National Park,250,Vascular Plant,Small-Leaved Honeysuckle,Not Listed
24930,Sericocarpus linifolius,Yosemite National Park,133,Vascular Plant,Narrowleaf Whitetop Aster,Not Listed
24931,Bromus grandis,Bryce National Park,100,Vascular Plant,Tall Brome,Not Listed
24932,Pohlia wahlenbergii,Yosemite National Park,155,Nonvascular Plant,Wahlenberg's Pohlia Moss,Not Listed
24933,Iris pseudacorus,Yosemite National Park,142,Vascular Plant,Yellow European Iris,Not Listed
24934,Sequoiadendron giganteum,Great Smoky Mountains National Park,70,Vascular Plant,"Giant Redwood, Giant Sequoia, Sierra Redwood",Not Listed
24935,Poa arida,Yosemite National Park,161,Vascular Plant,Plains Bluegrass,Not Listed
24936,Amphispiza bilineata,Bryce National Park,89,Bird,Black-Throated Sparrow,Not Listed
24937,Spea bombifrons,Great Smoky Mountains National Park,72,Amphibian,Plains Spadefoot,Not Listed
24938,Ranunculus alismifolius var. alismellus,Bryce National Park,83,Vascular Plant,Plantainleaf Buttercup,Not Listed
24939,Lolium arundinaceum,Great Smoky Mountains National Park,88,Vascular Plant,Tall Fescue,Not Listed
24940,Lolium perenne,Yosemite National Park,136,Vascular Plant,Perennial Ryegrass,Not Listed
24941,Lolium perenne,Yosemite National Park,136,Vascular Plant,"Italian Ryegrass, Perennial Rye Grass, Perennial Ryegrass",Not Listed
24942,Melica mutica,Great Smoky Mountains National Park,73,Vascular Plant,"Narrow Melic Grass, Melic Grass",Not Listed
24943,Cerastium brachypetalum,Yosemite National Park,140,Vascular Plant,"Short-Petal Chickweed, Short-Petalled Chickweed",Not Listed
24944,Phlox paniculata,Yellowstone National Park,244,Vascular Plant,Summer Phlox,Not Listed
24945,Pedicularis canadensis,Bryce National Park,101,Vascular Plant,"Early Wood Lousewort, Wood Betony",Not Listed
24946,Allotropa virgata,Great Smoky Mountains National Park,44,Vascular Plant,Sugarstick,Not Listed
24947,Agastache nepetoides,Bryce National Park,106,Vascular Plant,"Giant Hyssop, Hyssop",Not Listed
24948,Notothylas orbicularis,Yosemite National Park,123,Nonvascular Plant,Round Notothylas,Not Listed
24949,Physalis pubescens var. integrifolia,Yosemite National Park,175,Vascular Plant,Husk Tomato,Not Listed
24950,Aureolaria pectinata,Great Smoky Mountains National Park,72,Vascular Plant,"Comb-Leaf Oakleach, Cut-Leaved Gerardia",Not Listed
24951,Penstemon cyaneus,Yellowstone National Park,229,Vascular Plant,Blue Penstemon,Not Listed
24952,Arceuthobium occidentale,Yellowstone National Park,257,Vascular Plant,"Digger Pine Dwarf Mistletoe, Gray Pine Dwarf Mistletoe",Not Listed
24953,Carex swanii,Bryce National Park,98,Vascular Plant,"Swan Sedge, Swan's Sedge",Not Listed
24954,Heterotheca villosa var. nana,Great Smoky Mountains National Park,111,Vascular Plant,Hairy False Goldenaster,Not Listed
24955,Scheuchzeria palustris,Bryce National Park,115,Vascular Plant,Rannoch-Rush,Not Listed
24956,Passerella iliaca,Great Smoky Mountains National Park,93,Bird,Fox Sparrow,Not Listed
24957,Passerella iliaca,Great Smoky Mountains National Park,93,Bird,"Fox Sparrow, Red Fox Sparrow",Not Listed
24958,Croton monanthogynus,Bryce National Park,111,Vascular Plant,Prairie Tea,Not Listed
24959,Vireo cassinii,Yellowstone National Park,219,Bird,Cassin's Vireo,Not Listed
24960,Tetrodontium brownianum,Yellowstone National Park,260,Nonvascular Plant,Brown's Tetrodontium Moss,Not Listed
24961,Muhlenbergia minutissima,Yellowstone National Park,234,Vascular Plant,Annual Muhly,Not Listed
24962,Philadelphus inodorus var. grandiflorus,Great Smoky Mountains National Park,54,Vascular Plant,Large-Flowered Hairy Mock-Orange,Not Listed
24963,Podiceps grisegena,Yosemite National Park,121,Bird,Red-Necked Grebe,Not Listed
24964,Agoseris heterophylla,Yellowstone National Park,277,Vascular Plant,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",Not Listed
24965,Bromus sterilis,Yosemite National Park,140,Vascular Plant,"Barren Bromegrass, Poverty Brome, Sterile Brome",Not Listed
24966,Plantago aristata,Yosemite National Park,146,Vascular Plant,"Bracted Plantain, Large-Bract Plantain",Not Listed
24967,Salix exigua,Yosemite National Park,186,Vascular Plant,"Coyote Willow, Desert Willow, Narrowleaf Willow, Sandbar Willow",Not Listed
24968,Salix exigua,Yosemite National Park,186,Vascular Plant,Narrow-Leaved Willow,Not Listed
24969,Trifolium variegatum,Great Smoky Mountains National Park,83,Vascular Plant,"Whitetip Clover, White-Tip Clover",Not Listed
24970,Eupatorium,Bryce National Park,110,Vascular Plant,Thoroughwort,Not Listed
24971,Scirpus diffusus,Great Smoky Mountains National Park,60,Vascular Plant,Umbrella Bulrush,Not Listed
24972,Symphyotrichum spathulatum,Yosemite National Park,163,Vascular Plant,Western Mountain Aster,Not Listed
24973,Eriogonum hirtiflorum,Bryce National Park,81,Vascular Plant,Hairyflower Buckwheat,Not Listed
24974,Phacelia congdonii,Great Smoky Mountains National Park,56,Vascular Plant,Congdon's Phacelia,Not Listed
24975,Cygnus columbianus,Yellowstone National Park,267,Bird,Tundra Swan,Not Listed
24976,Hypnum lindbergii,Great Smoky Mountains National Park,85,Nonvascular Plant,Lindberg's Hypnum Moss,Not Listed
24977,Leersia hexandra,Great Smoky Mountains National Park,49,Vascular Plant,Southern Cutgrass,Not Listed
24978,Valeriana californica,Bryce National Park,91,Vascular Plant,California Valerian,Not Listed
24979,Carex helleri,Bryce National Park,123,Vascular Plant,"Heller's Sedge, Sierra Sedge",Not Listed
24980,Senecio aureus,Yellowstone National Park,235,Vascular Plant,Golden Ragwort,Not Listed
24981,Smilax hugeri,Yellowstone National Park,264,Vascular Plant,"Huger's Carrion Flower, Huger's Carrion-Flower",Not Listed
24982,Hesperis matronalis,Great Smoky Mountains National Park,90,Vascular Plant,Dames Rocket,Not Listed
24983,Hesperis matronalis,Great Smoky Mountains National Park,90,Vascular Plant,"Dames Rocket, Dame's Rocket, Dames Violet, Mother-Of-The-Evening",Not Listed
24984,Aphelocoma californica,Yosemite National Park,133,Bird,Western Scrub-Jay,Not Listed
24985,Isoetes occidentalis,Yellowstone National Park,284,Vascular Plant,Western Quillwort,Not Listed
24986,Grayia spinosa,Yosemite National Park,151,Vascular Plant,Spiny Hopsage,Not Listed
24987,Melilotus albus,Bryce National Park,57,Vascular Plant,White Sweet-Clover,Not Listed
24988,Melilotus albus,Bryce National Park,57,Vascular Plant,"Bokhara-Clover, Honey-Clover, White Melilot, White Sweet-Clover",Not Listed
24989,Lasthenia platycarpha,Bryce National Park,87,Vascular Plant,Alkali Goldfields,Not Listed
24990,Senecio crassulus,Great Smoky Mountains National Park,77,Vascular Plant,"Meadow Groundsel, Thickleaf Groundsel, Thickleaf Ragwort",Not Listed
24991,Oreortyx pictus,Yosemite National Park,150,Bird,Mountain Quail,Not Listed
24992,Grimmia pilifera,Yellowstone National Park,235,Nonvascular Plant,Grimmia Dry Rock Moss,Not Listed
